ts_code,name,trade_date,open,close,vol,pe,pb
801851.SI,亏损股指数,20240426,2414.85,2467.82,1697872.0,,1.97
801852.SI,微利股指数,20240426,1884.57,1929.59,266469.0,89.73,1.76
801853.SI,绩优股指数,20240426,4579.02,4654.28,156395.0,16.73,4.27
801863.SI,新股指数,20240426,2407.69,2445.59,82919.0,51.89,2.81
801880.SI,汽车,20240426,5553.89,5693.74,467302.0,24.5,2.13
801881.SI,摩托车及其他,20240426,1861.08,1886.2,11454.0,30.57,2.15
801890.SI,机械设备,20240426,1343.91,1368.85,639698.0,27.55,2.1
801950.SI,煤炭,20240426,3088.45,3077.35,145686.0,10.5,1.46
801951.SI,煤炭开采,20240426,3487.97,3470.61,129742.0,10.0,1.49
801952.SI,焦炭Ⅱ,20240426,1400.58,1422.26,15944.0,32.03,1.14
801960.SI,石油石化,20240426,2445.38,2453.39,181720.0,16.53,1.36
801962.SI,油服工程,20240426,2299.27,2306.77,48302.0,22.89,1.65
801963.SI,炼化及贸易,20240426,2844.18,2850.59,96288.0,18.3,1.28
801970.SI,环保,20240426,1502.16,1516.43,114896.0,20.44,1.27
801971.SI,环境治理,20240426,1462.41,1474.13,93298.0,18.93,1.19
801972.SI,环保设备Ⅱ,20240426,1593.94,1617.22,21598.0,28.73,1.7
801980.SI,美容护理,20240426,4623.93,4662.25,19809.0,33.06,3.25
801981.SI,个护用品,20240426,1232.01,1243.82,7978.0,32.47,2.04
801982.SI,化妆品,20240426,7430.49,7465.02,11136.0,32.02,3.05
801991.SI,航空机场,20240426,2850.77,2890.01,82163.0,81.66,2.81
801992.SI,航运港口,20240426,2719.53,2706.58,102683.0,12.78,1.18
801993.SI,旅游及景区,20240426,2304.17,2295.95,43588.0,49.83,2.86
801994.SI,教育,20240426,1805.97,1839.89,43845.0,123.09,3.01
801995.SI,电视广播Ⅱ,20240426,892.82,921.84,27455.0,40.84,0.88
850111.SI,种子,20240426,2955.25,2984.85,9171.0,72.59,3.23
850113.SI,其他种植业,20240426,1322.42,1340.74,7125.0,109.59,1.91
850122.SI,水产养殖,20240426,432.5,435.92,13243.0,138.17,1.42
850135.SI,食品及饲料添加剂,20240426,2563.27,2579.34,17413.0,16.17,1.73
850136.SI,有机硅,20240426,3626.06,3685.99,8418.0,20.3,1.87
850142.SI,畜禽饲料,20240426,1364.01,1384.7,14745.0,529.48,1.66
850151.SI,果蔬加工,20240426,1166.22,1171.08,4646.0,17.57,2.63
850152.SI,粮油加工,20240426,1513.0,1530.52,4960.0,56.33,1.78
850154.SI,其他农产品加工,20240426,2498.74,2478.1,17023.0,19.52,1.64
850172.SI,生猪养殖,20240426,6103.5,6134.67,19016.0,61.14,3.32
850173.SI,肉鸡养殖,20240426,716.19,720.29,5576.0,34.15,1.8
850181.SI,动物保健Ⅲ,20240426,3856.79,3844.67,6904.0,28.43,1.85
850232.SI,汽车经销商,20240426,481.21,488.19,14125.0,54.67,0.57
850233.SI,汽车综合服务,20240426,1774.63,1841.08,5264.0,39.89,2.39
850322.SI,氯碱,20240426,1186.72,1204.27,30548.0,34.98,1.0
850323.SI,无机盐,20240426,10310.79,10435.15,16027.0,16.88,1.48
850324.SI,其他化学原料,20240426,3225.85,3220.02,15046.0,17.11,2.11
850325.SI,煤化工,20240426,5556.9,5716.38,15138.0,23.57,1.59
850326.SI,钛白粉,20240426,743.59,753.22,34432.0,20.84,1.79
850331.SI,氮肥,20240426,5369.01,5351.81,12980.0,18.64,1.7
850332.SI,磷肥及磷化工,20240426,1364.06,1396.44,36144.0,15.51,1.57
850333.SI,农药,20240426,2927.1,2959.03,30407.0,22.32,1.48
850335.SI,涂料油墨,20240426,4552.57,4634.09,10595.0,92.94,2.82
850337.SI,民爆制品,20240426,2940.26,2975.26,12164.0,18.38,1.93
850338.SI,纺织化学制品,20240426,1817.07,1844.71,42797.0,30.36,1.04
850339.SI,其他化学制品,20240426,1593.76,1618.33,70230.0,29.5,1.61
850341.SI,涤纶,20240426,5065.96,5101.07,8605.0,15.95,1.32
850343.SI,粘胶,20240426,2002.53,2016.08,19998.0,131.81,2.34
850351.SI,其他塑料制品,20240426,2580.25,2606.81,26485.0,42.01,1.94
850353.SI,改性塑料,20240426,2333.3,2351.77,20435.0,23.23,1.67
850354.SI,合成树脂,20240426,2459.84,2487.74,14599.0,29.82,2.49
850355.SI,膜材料,20240426,1279.56,1309.78,14488.0,43.23,1.48
850362.SI,其他橡胶制品,20240426,3418.74,3479.88,5796.0,47.81,2.1
850363.SI,炭黑,20240426,2756.11,2767.2,4170.0,32.74,1.77
850372.SI,聚氨酯,20240426,20044.8,20555.28,7960.0,16.69,2.79
850381.SI,复合肥,20240426,3521.81,3547.18,13829.0,15.87,1.35
850382.SI,氟化工,20240426,4795.32,5090.9,22751.0,58.61,3.33
850412.SI,特钢Ⅲ,20240426,2560.8,2582.69,21234.0,14.32,1.41
850442.SI,板材,20240426,2113.91,2129.55,79762.0,22.5,0.76
850521.SI,其他金属新材料,20240426,4051.01,4136.42,14507.0,25.43,2.23
850522.SI,磁性材料,20240426,5290.77,5356.22,13766.0,39.46,2.18
850523.SI,非金属材料Ⅲ,20240426,4130.6,4223.5,3676.0,10.52,2.97
850531.SI,黄金,20240426,15863.08,16373.04,60270.0,38.38,3.51
850544.SI,其他小金属,20240426,11258.66,11511.01,31486.0,20.09,2.07
850551.SI,铝,20240426,3347.29,3424.61,109570.0,14.38,1.56
850552.SI,铜,20240426,5094.54,5288.77,148408.0,21.16,2.88
850553.SI,铅锌,20240426,2623.41,2709.93,51081.0,30.78,2.11
850614.SI,其他建材,20240426,7223.61,7322.29,13645.0,18.49,1.9
850615.SI,耐火材料,20240426,4496.5,4626.0,13237.0,18.8,1.4
850616.SI,管材,20240426,4814.32,4883.95,8189.0,23.09,2.32
850623.SI,房屋建设Ⅲ,20240426,3193.26,3261.6,51872.0,5.76,0.59
850702.SI,安防设备,20240426,13257.84,13496.45,26424.0,17.71,3.0
850703.SI,其他计算机设备,20240426,3506.48,3629.95,108029.0,50.0,2.68
850711.SI,机床工具,20240426,1331.9,1357.65,22485.0,67.45,3.25
850713.SI,磨具磨料,20240426,1348.07,1376.05,14253.0,24.91,2.01
850715.SI,制冷空调设备,20240426,9093.93,9223.28,11238.0,20.51,1.81
850716.SI,其他通用设备,20240426,5235.68,5337.95,60337.0,27.02,2.16
850721.SI,纺织服装设备,20240426,1096.46,1088.62,18115.0,45.23,1.55
850725.SI,能源及重型设备,20240426,1511.54,1522.51,76438.0,20.46,1.66
850726.SI,印刷包装机械,20240426,1910.78,1958.12,11872.0,27.97,1.57
850727.SI,其他专用设备,20240426,11705.93,11953.27,74699.0,30.14,2.66
850728.SI,楼宇设备,20240426,11017.89,11073.36,10622.0,18.34,1.49
850731.SI,仪器仪表,20240426,2881.55,2942.77,27088.0,36.76,2.47
850741.SI,电机Ⅲ,20240426,8857.06,9062.12,32055.0,32.32,2.43
850751.SI,金属制品,20240426,4528.8,4566.29,79067.0,30.63,1.8
850771.SI,工程机械整机,20240426,16563.59,16923.86,75227.0,22.6,1.77
850772.SI,工程机械器件,20240426,2749.48,2788.18,3467.0,29.58,4.18
850781.SI,机器人,20240426,6912.51,7092.0,20466.0,73.54,3.23
850782.SI,工控设备,20240426,4296.89,4413.67,34282.0,34.14,4.52
850783.SI,激光设备,20240426,3769.28,3940.54,20404.0,33.98,2.35
850784.SI,其他自动化设备,20240426,2509.51,2629.23,12378.0,85.97,4.42
850812.SI,分立器件,20240426,1356.5,1393.25,13737.0,41.4,1.92
850813.SI,半导体材料,20240426,4631.94,4743.78,10255.0,62.81,2.73
850814.SI,数字芯片设计,20240426,1667.13,1726.85,39338.0,80.38,4.22
850815.SI,模拟芯片设计,20240426,2349.21,2419.09,11768.0,87.58,4.34
850817.SI,集成电路封测,20240426,4061.32,4218.57,18717.0,55.75,1.9
850818.SI,半导体设备,20240426,18430.13,18858.84,6627.0,49.04,6.0
850822.SI,印制电路板,20240426,3452.57,3553.49,60380.0,32.21,2.55
850823.SI,被动元件,20240426,5921.29,6101.89,29404.0,32.24,2.52
850831.SI,面板,20240426,1038.72,1056.92,124824.0,62.26,1.4
850832.SI,LED,20240426,1283.73,1318.85,41886.0,83.01,1.69
850833.SI,光学元件,20240426,2223.78,2318.8,39027.0,68.67,3.52
850841.SI,其他电子Ⅲ,20240426,6903.36,7104.16,69878.0,47.08,2.39
850853.SI,品牌消费电子,20240426,3860.54,3978.61,7102.0,20.21,2.57
850854.SI,消费电子零部件及组装,20240426,3441.46,3532.95,168021.0,27.81,2.62
850861.SI,电子化学品Ⅲ,20240426,4164.3,4301.43,29591.0,44.0,2.86
850912.SI,商用载货车,20240426,3056.86,3191.78,43303.0,51.7,1.95
850913.SI,商用载客车,20240426,7677.55,8111.21,19650.0,40.61,3.31
850922.SI,车身附件及饰件,20240426,8998.54,9236.43,30207.0,18.43,2.05
850923.SI,底盘与发动机系统,20240426,4270.39,4333.82,104766.0,23.63,2.03
850924.SI,轮胎轮毂,20240426,4600.43,4573.46,89072.0,23.81,2.18
850925.SI,其他汽车零部件,20240426,2012.34,2050.83,35213.0,27.94,2.04
850926.SI,汽车电子电气系统,20240426,3468.76,3557.49,37701.0,38.49,2.37
850935.SI,航海装备Ⅲ,20240426,2883.38,2921.46,29991.0,153.48,2.19
850936.SI,轨交设备Ⅲ,20240426,5792.8,5794.93,58895.0,19.98,1.27
850952.SI,综合乘用车,20240426,10032.7,10357.11,45261.0,21.52,1.6
851024.SI,通信网络设备及器件,20240426,9161.4,9531.64,92180.0,36.14,3.55
851025.SI,通信线缆及配套,20240426,2209.59,2246.95,46535.0,17.59,1.47
851026.SI,通信终端及配件,20240426,1308.44,1366.88,33623.0,44.58,3.6
851027.SI,其他通信设备,20240426,1114.22,1143.34,14755.0,43.9,2.49
851041.SI,垂直应用软件,20240426,3577.85,3717.43,145623.0,66.47,3.36
851042.SI,横向通用软件,20240426,22728.85,23501.7,43642.0,135.04,3.2
851112.SI,空调,20240426,36033.37,36229.16,6423.0,11.65,2.54
851116.SI,冰洗,20240426,14787.24,14739.72,12855.0,16.14,2.54
851122.SI,其他黑色家电,20240426,1820.16,1812.77,24267.0,39.09,3.22
851131.SI,厨房小家电,20240426,3592.37,3601.8,11662.0,22.31,2.75
851141.SI,厨房电器,20240426,16054.69,16435.96,12468.0,13.7,2.01
851151.SI,照明设备Ⅲ,20240426,3273.84,3300.2,7386.0,21.77,1.76
851161.SI,家电零部件Ⅲ,20240426,3817.7,3874.94,41401.0,23.06,2.81
851232.SI,啤酒,20240426,4742.58,4837.2,7614.0,28.95,3.53
851233.SI,其他酒类,20240426,3821.94,3865.52,9459.0,34.92,2.56
851241.SI,肉制品,20240426,6305.13,6337.04,5553.0,26.78,3.0
851242.SI,调味发酵品Ⅲ,20240426,5788.97,5913.55,17475.0,27.13,4.07
851243.SI,乳品,20240426,8823.78,8819.17,15351.0,18.13,3.01
851246.SI,预加工食品,20240426,3115.93,3147.45,5612.0,19.51,2.02
851247.SI,保健品,20240426,1130.42,1146.97,3512.0,19.43,2.11
851251.SI,白酒Ⅲ,20240426,57337.24,58200.09,15395.0,25.02,6.8
851271.SI,软饮料,20240426,2632.69,2649.92,5391.0,26.96,3.82
851281.SI,零食,20240426,1408.19,1423.82,7771.0,30.55,2.61
851282.SI,烘焙食品,20240426,1087.44,1100.25,4534.0,20.57,2.19
851312.SI,棉纺,20240426,1526.22,1547.21,11660.0,16.6,0.87
851314.SI,印染,20240426,1609.99,1590.32,3588.0,16.88,1.29
851315.SI,辅料,20240426,4769.02,4855.73,1535.0,23.59,2.61
851316.SI,其他纺织,20240426,1513.06,1528.71,18369.0,26.29,1.5
851325.SI,鞋帽及其他,20240426,558.0,556.95,5869.0,47.07,1.69
851326.SI,家纺,20240426,1554.47,1530.81,4017.0,14.51,1.86
851329.SI,非运动服装,20240426,1587.51,1594.96,36645.0,18.09,1.51
851331.SI,钟表珠宝,20240426,1585.24,1583.38,22714.0,17.25,2.34
851412.SI,大宗用纸,20240426,4025.94,4094.82,19272.0,28.05,1.15
851413.SI,特种纸,20240426,1315.1,1321.22,9210.0,29.24,1.5
851422.SI,印刷,20240426,5009.21,5038.79,18130.0,119.29,3.39
851423.SI,金属包装,20240426,1249.47,1263.11,8609.0,25.7,1.55
851424.SI,塑料包装,20240426,2305.05,2274.27,14865.0,21.97,2.19
851425.SI,纸包装,20240426,1582.0,1610.3,17245.0,32.86,1.52
851436.SI,瓷砖地板,20240426,543.49,547.9,6313.0,15.8,0.94
851437.SI,成品家居,20240426,1259.38,1288.97,10034.0,19.03,2.02
851438.SI,定制家居,20240426,1874.68,1914.89,7827.0,13.49,1.81
851439.SI,卫浴制品,20240426,514.19,521.61,2718.0,26.25,1.52
851452.SI,娱乐用品,20240426,971.02,986.48,7117.0,55.68,2.51
851491.SI,其他家居用品,20240426,1382.94,1412.5,10829.0,25.61,2.99
851511.SI,原料药,20240426,8369.13,8463.19,31397.0,29.47,1.95
851512.SI,化学制剂,20240426,6753.26,6887.84,141241.0,33.75,2.67
851521.SI,中药Ⅲ,20240426,6876.86,6966.15,103799.0,26.28,2.46
851522.SI,血液制品,20240426,10784.26,10748.25,5490.0,32.4,2.36
851523.SI,疫苗,20240426,13877.51,14411.23,14926.0,20.9,2.22
851524.SI,其他生物制品,20240426,9345.61,9571.01,21449.0,17.89,2.41
851532.SI,医疗设备,20240426,10512.07,10692.58,16073.0,28.07,4.77
851533.SI,医疗耗材,20240426,5197.77,5315.13,21756.0,28.95,1.75
851534.SI,体外诊断,20240426,7960.02,8073.62,14396.0,31.44,1.74
851542.SI,医药流通,20240426,2921.93,2945.99,21758.0,16.81,1.25
851543.SI,线下药店,20240426,17420.49,17553.98,3390.0,20.55,3.02
851563.SI,医疗研发外包,20240426,6917.99,7256.98,33010.0,15.85,2.16
851564.SI,医院,20240426,4586.23,4725.16,41022.0,45.15,4.24
851610.SI,电能综合服务,20240426,2630.64,2653.95,23211.0,20.97,1.34
851611.SI,火力发电,20240426,2817.51,2827.1,120105.0,16.76,1.19
851612.SI,水力发电,20240426,5005.26,4992.91,19217.0,24.32,2.61
851614.SI,热力服务,20240426,1638.5,1648.42,17527.0,22.09,1.57
851616.SI,光伏发电,20240426,825.74,840.93,24949.0,22.29,1.0
851617.SI,风力发电,20240426,1387.59,1403.69,25032.0,18.34,1.52
851631.SI,燃气Ⅲ,20240426,2541.54,2537.15,24160.0,15.39,1.67
851711.SI,港口,20240426,3886.42,3856.76,40474.0,13.68,0.98
851721.SI,公交,20240426,1915.86,1939.29,6153.0,29.3,1.15
851731.SI,高速公路,20240426,3202.79,3161.54,39404.0,11.73,0.99
851741.SI,航空运输,20240426,1969.59,1998.7,73553.0,79.31,3.48
851761.SI,航运,20240426,1972.2,1966.05,62210.0,12.32,1.33
851771.SI,铁路运输,20240426,954.55,950.1,45081.0,16.82,1.03
851782.SI,原材料供应链服务,20240426,3063.76,3097.04,17600.0,4.96,0.59
851783.SI,中间产品及消费品供应链服务,20240426,842.3,846.29,19555.0,38.49,1.39
851784.SI,快递,20240426,2320.21,2311.57,15888.0,18.79,1.79
851785.SI,跨境物流,20240426,1599.23,1593.09,11431.0,14.5,1.76
851786.SI,仓储物流,20240426,3178.5,3173.79,7362.0,18.11,1.47
851787.SI,公路货运,20240426,1919.22,1952.74,6278.0,33.06,0.95
851811.SI,住宅开发,20240426,1954.24,2039.17,267958.0,12.39,0.55
851812.SI,商业地产,20240426,2380.4,2511.54,45554.0,21.97,0.55
851813.SI,产业地产,20240426,1858.86,1920.2,19848.0,13.7,1.15
851831.SI,物业管理,20240426,548.51,557.54,8604.0,18.76,1.53
851922.SI,金融控股,20240426,1966.05,2028.2,70531.0,19.11,0.72
851927.SI,资产管理,20240426,1653.32,1686.77,3900.0,21.42,2.02
851931.SI,证券Ⅲ,20240426,4909.7,5071.59,577426.0,20.98,1.12
851941.SI,保险Ⅲ,20240426,897.22,908.98,29658.0,9.63,0.89
852021.SI,贸易Ⅲ,20240426,3553.12,3603.34,25301.0,19.15,0.99
852031.SI,百货,20240426,1944.52,1997.35,52591.0,51.34,1.11
852032.SI,超市,20240426,6407.0,6512.76,12099.0,51.24,1.75
852033.SI,多业态零售,20240426,1722.06,1740.0,11098.0,20.86,1.16
852034.SI,商业物业经营,20240426,2102.71,2157.29,23866.0,19.65,1.06
852041.SI,专业连锁Ⅲ,20240426,3351.53,3403.44,6384.0,30.16,2.42
852062.SI,跨境电商,20240426,608.59,621.55,13452.0,32.13,3.17
852063.SI,电商服务,20240426,1370.69,1400.66,4709.0,58.48,1.55
852111.SI,人工景区,20240426,40028.33,39696.35,12744.0,160.41,2.61
852112.SI,自然景区,20240426,2202.29,2208.37,20810.0,33.83,2.71
852121.SI,酒店,20240426,2884.59,2918.12,11334.0,30.32,1.79
852131.SI,旅游综合,20240426,12149.19,12037.54,10034.0,30.93,5.57
852182.SI,检测服务,20240426,3476.41,3536.89,23701.0,25.58,2.46
852183.SI,会展服务,20240426,1986.02,1975.17,1337.0,24.92,2.09
852213.SI,通信工程及服务,20240426,748.04,774.8,35728.0,89.29,2.88
852214.SI,通信应用增值服务,20240426,1422.82,1454.94,62072.0,72.41,2.67
852226.SI,IT服务Ⅲ,20240426,3054.69,3159.03,244030.0,48.0,2.31
852311.SI,综合Ⅲ,20240426,2087.57,2149.54,31049.0,54.89,1.14
857111.SI,水泥制造,20240426,4267.85,4326.87,23942.0,15.17,0.68
857112.SI,水泥制品,20240426,776.67,782.21,9344.0,33.25,1.2
857121.SI,玻璃制造,20240426,3535.85,3586.71,16067.0,14.77,1.5
857122.SI,玻纤制造,20240426,23217.77,23618.25,21665.0,16.08,1.57
857221.SI,装修装饰Ⅲ,20240426,2723.79,2734.41,30421.0,31.26,1.22
857236.SI,基建市政工程,20240426,1838.94,1854.98,98716.0,6.61,0.58
857241.SI,钢结构,20240426,2034.22,2050.69,13790.0,18.24,1.1
857242.SI,化学工程,20240426,1115.0,1123.48,12341.0,9.68,0.94
857243.SI,国际工程,20240426,1674.0,1708.51,8178.0,12.93,1.4
857244.SI,其他专业工程,20240426,1718.43,1738.59,43878.0,15.86,0.85
857251.SI,园林工程,20240426,2920.65,2910.23,54672.0,118.38,1.25
857261.SI,工程咨询服务Ⅲ,20240426,1820.59,1822.84,105570.0,20.51,1.59
857321.SI,电网自动化设备,20240426,6148.62,6022.99,32887.0,27.52,3.02
857323.SI,电工仪器仪表,20240426,7053.66,7136.09,10612.0,23.22,2.75
857334.SI,火电设备,20240426,2839.16,3013.96,13957.0,28.49,1.86
857336.SI,其他电源设备Ⅲ,20240426,928.39,959.11,27027.0,35.51,1.99
857344.SI,线缆部件及其他,20240426,7268.97,7381.56,45394.0,26.01,1.99
857352.SI,光伏电池组件,20240426,1168.06,1197.41,44701.0,9.4,1.85
857354.SI,光伏辅材,20240426,929.73,960.58,18878.0,28.59,2.55
857355.SI,光伏加工设备,20240426,1498.16,1563.61,11877.0,14.32,2.85
857362.SI,风电零部件,20240426,5383.28,5457.66,29116.0,22.61,1.51
857371.SI,锂电池,20240426,14118.51,14566.28,88090.0,20.82,3.13
857372.SI,电池化学品,20240426,10507.43,10779.98,82245.0,23.99,1.74
857373.SI,锂电专用设备,20240426,10243.8,10489.4,12150.0,24.78,2.37
857375.SI,蓄电池及其他电池,20240426,1318.49,1344.09,7273.0,30.02,1.49
857381.SI,输变电设备,20240426,4394.26,4457.11,62159.0,14.31,1.84
857382.SI,配电设备,20240426,2022.44,2049.0,18541.0,18.95,1.76
857411.SI,航天装备Ⅲ,20240426,12312.98,12592.92,21216.0,80.87,2.21
857421.SI,航空装备Ⅲ,20240426,7106.11,7189.71,91466.0,41.19,2.83
857431.SI,地面兵装Ⅲ,20240426,10828.17,10975.54,28920.0,34.93,2.07
857451.SI,军工电子Ⅲ,20240426,4053.72,4176.04,101697.0,41.73,2.9
857641.SI,游戏Ⅲ,20240426,1921.14,1970.72,96180.0,29.57,2.38
857651.SI,营销代理,20240426,1381.54,1422.16,61506.0,66.63,2.24
857661.SI,影视动漫制作,20240426,1087.83,1140.67,70787.0,70.24,2.37
857674.SI,门户网站,20240426,1494.73,1535.44,8827.0,76.53,4.02
857691.SI,教育出版,20240426,197.01,199.93,16039.0,11.77,1.45
857692.SI,大众出版,20240426,1986.87,2048.61,36755.0,21.77,1.8
857821.SI,国有大型银行Ⅲ,20240426,1517.61,1492.23,173261.0,5.53,0.51
857831.SI,股份制银行Ⅲ,20240426,3804.15,3812.14,103627.0,5.02,0.45
857841.SI,城商行Ⅲ,20240426,837.02,820.62,163585.0,4.94,0.5
857851.SI,农商行Ⅲ,20240426,651.04,638.08,58497.0,5.22,0.52
858811.SI,其他运输设备,20240426,2027.28,2075.18,4562.0,27.62,3.87
858812.SI,摩托车,20240426,1965.79,1983.93,6892.0,31.98,1.82
859511.SI,动力煤,20240426,1813.39,1812.37,56205.0,11.02,1.82
859512.SI,焦煤,20240426,5346.84,5268.22,73537.0,8.29,1.05
859521.SI,焦炭Ⅲ,20240426,1400.58,1422.26,15944.0,32.03,1.14
859621.SI,油田服务,20240426,827.28,826.7,25963.0,21.28,2.5
859622.SI,油气及炼化工程,20240426,2699.34,2721.0,22340.0,25.15,1.17
859631.SI,炼油化工,20240426,3230.85,3238.74,57187.0,17.17,1.27
859632.SI,油品石化贸易,20240426,7020.09,7050.73,19949.0,11.51,1.58
859633.SI,其他石化,20240426,2020.39,2019.52,19152.0,101.05,1.19
859711.SI,大气治理,20240426,1650.28,1660.45,4131.0,134.81,1.6
859712.SI,水务及水治理,20240426,1177.83,1183.84,52411.0,17.9,1.04
859713.SI,固废治理,20240426,1645.37,1667.74,24238.0,18.01,1.44
859714.SI,综合环境治理,20240426,1142.25,1139.95,12518.0,25.8,1.06
859721.SI,环保设备Ⅲ,20240426,1593.94,1617.22,21598.0,28.73,1.7
859811.SI,生活用纸,20240426,1185.79,1198.79,4305.0,29.37,1.97
859821.SI,化妆品制造及其他,20240426,2107.93,2145.34,5798.0,30.63,1.75
859822.SI,品牌化妆品,20240426,9966.39,9975.86,5338.0,32.46,3.91
859852.SI,培训教育,20240426,538.12,549.22,37943.0,139.92,4.27
859951.SI,电视广播Ⅲ,20240426,892.82,921.84,27455.0,40.84,0.88
801001.SI,申万50,20240429,2796.5,2828.36,628962.0,12.69,1.76
801002.SI,申万中小,20240429,5582.44,5717.62,2236581.0,19.71,2.01
801003.SI,申万Ａ指,20240429,3326.88,3386.17,10891884.0,14.89,1.55
801005.SI,申万创业,20240429,2257.14,2322.19,1867455.0,28.83,2.95
801010.SI,农林牧渔,20240429,2647.52,2672.13,172345.0,76.49,2.56
801012.SI,农产品加工,20240429,1954.46,1986.89,34066.0,26.17,1.82
801014.SI,饲料,20240429,4023.15,4109.98,25532.0,59.99,2.5
801015.SI,渔业,20240429,671.17,698.25,17820.0,95.11,1.56
801016.SI,种植业,20240429,2252.06,2288.65,27112.0,43.54,2.38
801017.SI,养殖业,20240429,3187.16,3186.13,52008.0,419.57,3.18
801018.SI,动物保健Ⅱ,20240429,3844.62,3917.7,7748.0,28.74,1.88
801030.SI,基础化工,20240429,3297.78,3400.08,602990.0,21.85,1.79
801032.SI,化学纤维,20240429,3619.99,3704.17,48198.0,28.37,1.44
801033.SI,化学原料,20240429,2726.56,2793.45,123477.0,21.34,1.46
801034.SI,化学制品,20240429,5476.16,5668.18,208110.0,24.14,2.08
801036.SI,塑料,20240429,2480.71,2575.3,83980.0,32.42,1.83
801037.SI,橡胶,20240429,3735.38,3883.21,18345.0,36.63,2.17
801038.SI,农化制品,20240429,3747.0,3854.31,117105.0,16.97,1.68
801039.SI,非金属材料Ⅱ,20240429,4729.39,4801.08,3776.0,10.65,3.01
801040.SI,钢铁,20240429,2132.85,2166.6,173805.0,19.46,0.94
801043.SI,冶钢原料,20240429,2687.62,2751.45,28073.0,23.34,1.6
801044.SI,普钢,20240429,2090.31,2111.09,121577.0,21.26,0.75
801045.SI,特钢Ⅱ,20240429,3765.8,3861.35,24156.0,14.65,1.45
801050.SI,有色金属,20240429,4678.74,4697.25,546540.0,20.41,2.21
801051.SI,金属新材料,20240429,5208.93,5351.93,27479.0,33.05,2.25
801053.SI,贵金属,20240429,15732.79,15614.63,65865.0,37.58,3.34
801054.SI,小金属,20240429,16431.29,16595.75,83365.0,23.91,2.65
801055.SI,工业金属,20240429,1951.91,1932.33,311956.0,19.01,2.15
801056.SI,能源金属,20240429,10829.93,11304.42,57875.0,14.99,1.66
801072.SI,通用设备,20240429,4197.23,4276.93,239366.0,31.1,2.14
801074.SI,专用设备,20240429,7228.61,7372.68,217863.0,24.78,2.05
801076.SI,轨交设备Ⅱ,20240429,5791.3,5753.32,74977.0,19.68,1.26
801077.SI,工程机械,20240429,18103.85,18213.88,72053.0,23.54,1.88
801078.SI,自动化设备,20240429,10974.53,11124.14,95340.0,40.12,3.72
801080.SI,电子,20240429,3289.86,3371.38,721908.0,42.91,2.44
801081.SI,半导体,20240429,3251.72,3354.15,117517.0,61.06,3.26
801082.SI,其他电子Ⅱ,20240429,7143.02,7341.84,68611.0,49.94,2.47
801083.SI,元件,20240429,4989.73,5113.0,87619.0,33.13,2.63
801084.SI,光学光电子,20240429,1291.73,1310.93,236803.0,65.62,1.62
801085.SI,消费电子,20240429,5320.73,5403.18,178880.0,27.79,2.68
801086.SI,电子化学品Ⅱ,20240429,4324.81,4489.98,32478.0,49.7,2.93
801092.SI,汽车服务,20240429,505.53,526.58,35727.0,48.53,0.95
801093.SI,汽车零部件,20240429,5861.27,5908.05,340525.0,23.53,2.09
801095.SI,乘用车,20240429,16546.2,16586.72,81944.0,22.57,2.39
801096.SI,商用车,20240429,6229.27,6099.32,69923.0,42.8,2.35
801101.SI,计算机设备,20240429,2284.27,2334.36,130253.0,30.89,2.95
801102.SI,通信设备,20240429,2505.66,2542.23,188345.0,33.36,2.98
801103.SI,IT服务Ⅱ,20240429,3650.93,3738.02,255184.0,49.58,2.38
801104.SI,软件开发,20240429,4874.64,4996.15,214639.0,83.35,3.41
801110.SI,家用电器,20240429,7757.71,7855.4,163260.0,14.22,2.49
801111.SI,白色家电,20240429,17891.17,18048.04,20434.0,12.42,2.56
801112.SI,黑色家电,20240429,1671.05,1690.53,52086.0,24.9,1.93
801113.SI,小家电,20240429,5263.09,5485.87,17055.0,23.57,3.14
801114.SI,厨卫电器,20240429,10019.23,10320.74,17514.0,14.39,1.95
801115.SI,照明设备Ⅱ,20240429,3324.64,3392.0,9035.0,24.97,1.8
801116.SI,家电零部件Ⅱ,20240429,3922.48,3949.14,43581.0,23.51,2.86
801120.SI,食品饮料,20240429,19305.11,19499.53,130680.0,24.39,4.77
801124.SI,食品加工,20240429,14147.16,14448.65,18875.0,23.09,2.42
801125.SI,白酒Ⅱ,20240429,57889.84,58285.42,29279.0,24.84,6.11
801126.SI,非白酒,20240429,3995.22,4064.63,16103.0,31.31,3.18
801127.SI,饮料乳品,20240429,7025.75,7159.84,30579.0,19.21,3.17
801128.SI,休闲食品,20240429,1621.79,1649.93,14612.0,27.98,2.36
801129.SI,调味发酵品Ⅱ,20240429,6782.75,6894.95,21232.0,28.06,4.06
801130.SI,纺织服饰,20240429,1483.79,1504.59,136496.0,19.91,1.64
801131.SI,纺织制造,20240429,1636.5,1661.6,41311.0,21.59,1.47
801132.SI,服装家纺,20240429,1372.48,1386.5,67839.0,19.98,1.6
801133.SI,饰品,20240429,1536.84,1569.45,27346.0,17.7,2.18
801140.SI,轻工制造,20240429,1968.93,2018.71,164434.0,25.18,1.7
801141.SI,包装印刷,20240429,2161.76,2222.32,64852.0,33.83,1.77
801142.SI,家居用品,20240429,1661.29,1713.73,51962.0,19.24,1.97
