ts_code,name,trade_date,open,close,vol,pe,pb
801001.SI,申万50,20230103,3069.39,3079.53,282713.0,12.52,2.14
801002.SI,申万中小,20230103,6747.56,6862.31,1812528.0,19.41,2.5
801003.SI,申万Ａ指,20230103,3684.53,3731.52,6665881.0,14.77,1.8
801005.SI,申万创业,20230103,2682.74,2731.7,926038.0,34.79,3.74
801010.SI,农林牧渔,20230103,3283.07,3265.29,151637.0,97.28,3.06
801012.SI,农产品加工,20230103,2496.96,2494.92,19877.0,43.29,2.3
801014.SI,饲料,20230103,5731.82,5696.42,27304.0,81.34,3.36
801015.SI,渔业,20230103,950.68,940.14,17687.0,136.51,2.35
801016.SI,种植业,20230103,2910.75,2934.43,32037.0,53.92,3.19
801017.SI,养殖业,20230103,3659.36,3612.88,43939.0,611.67,3.37
801018.SI,动物保健Ⅱ,20230103,5013.6,5084.97,4616.0,46.06,2.54
801030.SI,基础化工,20230103,4050.65,4109.2,251979.0,14.29,2.27
801032.SI,化学纤维,20230103,4135.39,4180.12,18847.0,17.5,1.64
801033.SI,化学原料,20230103,3091.33,3134.56,54478.0,11.72,1.64
801034.SI,化学制品,20230103,6607.07,6702.12,82326.0,16.87,2.61
801036.SI,塑料,20230103,3084.4,3153.2,34297.0,31.39,2.3
801037.SI,橡胶,20230103,5308.3,5429.83,6078.0,41.64,3.05
801038.SI,农化制品,20230103,4914.83,4965.76,53725.0,9.85,2.43
801039.SI,非金属材料Ⅱ,20230103,7086.45,7252.81,2228.0,35.34,6.44
801040.SI,钢铁,20230103,2283.34,2311.89,88165.0,16.58,1.0
801043.SI,冶钢原料,20230103,3183.92,3236.52,16510.0,15.16,1.97
801044.SI,普钢,20230103,2051.39,2067.02,60245.0,16.45,0.74
801045.SI,特钢Ⅱ,20230103,4639.09,4735.38,11411.0,18.05,1.85
801050.SI,有色金属,20230103,4575.8,4705.32,221260.0,14.49,2.55
801051.SI,金属新材料,20230103,6470.32,6649.57,21410.0,29.58,3.16
801053.SI,贵金属,20230103,11103.88,11443.69,31439.0,38.35,2.56
801054.SI,小金属,20230103,16472.38,16988.43,42925.0,19.42,3.24
801055.SI,工业金属,20230103,1447.39,1488.99,106037.0,13.92,1.88
801056.SI,能源金属,20230103,19943.17,20447.17,19449.0,10.15,3.61
801072.SI,通用设备,20230103,4598.48,4715.73,109487.0,35.75,2.47
801074.SI,专用设备,20230103,7545.3,7745.78,119493.0,26.3,2.27
801076.SI,轨交设备Ⅱ,20230103,4983.07,5047.18,16513.0,17.55,1.1
801077.SI,工程机械,20230103,15769.66,15828.12,20543.0,27.74,1.82
801078.SI,自动化设备,20230103,11721.39,11943.02,29852.0,40.23,4.33
801080.SI,电子,20230103,3485.13,3554.59,288508.0,29.22,2.64
801081.SI,半导体,20230103,4046.78,4118.19,39701.0,35.95,4.23
801082.SI,其他电子Ⅱ,20230103,7960.23,8179.86,20125.0,23.79,2.72
801083.SI,元件,20230103,4883.89,4997.78,45219.0,27.02,2.76
801084.SI,光学光电子,20230103,1193.81,1219.4,98600.0,28.58,1.47
801085.SI,消费电子,20230103,4879.86,4967.29,73565.0,23.27,2.7
801086.SI,电子化学品Ⅱ,20230103,4974.97,5095.91,11298.0,38.79,3.67
801092.SI,汽车服务,20230103,683.55,692.38,24137.0,32.32,1.11
801093.SI,汽车零部件,20230103,5395.26,5483.93,136428.0,29.6,2.09
801095.SI,乘用车,20230103,15828.64,16065.95,30264.0,30.38,2.51
801096.SI,商用车,20230103,4375.89,4441.2,43780.0,133.6,1.72
801101.SI,计算机设备,20230103,2064.91,2115.17,84801.0,29.78,2.8
801102.SI,通信设备,20230103,1768.61,1830.96,96057.0,26.25,2.43
801103.SI,IT服务Ⅱ,20230103,3794.25,4006.55,201434.0,47.96,2.55
801104.SI,软件开发,20230103,5997.9,6312.5,157756.0,88.87,4.49
801110.SI,家用电器,20230103,6499.33,6511.72,75284.0,13.39,2.4
801111.SI,白色家电,20230103,14012.17,14000.4,13856.0,10.69,2.31
801112.SI,黑色家电,20230103,1141.27,1167.43,10833.0,21.15,1.32
801113.SI,小家电,20230103,5270.8,5325.41,5578.0,22.89,3.75
801114.SI,厨卫电器,20230103,11501.08,11500.0,4923.0,20.98,2.35
801115.SI,照明设备Ⅱ,20230103,3863.29,3899.77,6260.0,38.23,1.87
801116.SI,家电零部件Ⅱ,20230103,4171.84,4166.56,25717.0,32.56,4.23
801120.SI,食品饮料,20230103,22958.03,22685.87,190632.0,33.95,6.53
801124.SI,食品加工,20230103,19532.24,19333.59,28787.0,30.98,3.58
801125.SI,白酒Ⅱ,20230103,65492.7,64832.32,18262.0,33.66,8.47
801126.SI,非白酒,20230103,5767.25,5634.33,26468.0,55.03,4.48
801127.SI,饮料乳品,20230103,7986.81,7890.76,42371.0,25.19,3.68
801128.SI,休闲食品,20230103,2657.3,2597.3,42821.0,47.92,4.06
801129.SI,调味发酵品Ⅱ,20230103,10164.84,9985.88,31923.0,46.09,6.83
801130.SI,纺织服饰,20230103,1571.54,1595.26,123049.0,23.07,1.76
801131.SI,纺织制造,20230103,1725.77,1753.85,37230.0,21.96,1.62
801132.SI,服装家纺,20230103,1486.71,1503.96,57851.0,23.41,1.72
801133.SI,饰品,20230103,1542.42,1577.65,27969.0,24.31,2.24
801140.SI,轻工制造,20230103,2328.65,2339.22,128373.0,30.64,2.0
801141.SI,包装印刷,20230103,2605.35,2637.27,53121.0,31.7,2.09
801142.SI,家居用品,20230103,1986.03,1983.88,34914.0,28.52,2.39
801143.SI,造纸,20230103,2393.09,2405.98,24334.0,25.89,1.26
801145.SI,文娱用品,20230103,1951.11,1958.32,16004.0,61.9,4.33
801150.SI,医药生物,20230103,9109.48,9182.31,555587.0,23.69,3.18
801151.SI,化学制药,20230103,10532.76,10592.43,205719.0,32.69,2.94
801152.SI,生物制品,20230103,8826.78,8980.87,50125.0,28.35,3.39
801153.SI,医疗器械,20230103,7846.36,7885.85,48379.0,13.5,3.38
801154.SI,医药商业,20230103,6388.36,6620.03,39316.0,21.52,1.81
801155.SI,中药Ⅱ,20230103,7234.64,7323.42,163082.0,22.09,2.75
801156.SI,医疗服务,20230103,8610.11,8560.22,48966.0,31.48,5.21
801160.SI,公用事业,20230103,2197.3,2238.66,272243.0,24.94,1.63
801161.SI,电力,20230103,2915.84,2973.33,258198.0,25.54,1.6
801163.SI,燃气Ⅱ,20230103,2551.94,2577.93,14045.0,20.26,1.96
801170.SI,交通运输,20230103,2364.07,2364.08,260979.0,11.69,1.43
801178.SI,物流,20230103,5800.93,5837.56,59104.0,16.77,1.75
801179.SI,铁路公路,20230103,1477.23,1471.82,67287.0,15.36,0.93
801180.SI,房地产,20230103,2998.62,3028.61,331552.0,13.2,0.88
801181.SI,房地产开发,20230103,3485.62,3519.05,319689.0,12.89,0.87
801183.SI,房地产服务,20230103,1077.49,1101.17,11863.0,42.87,1.6
801191.SI,多元金融,20230103,1014.89,1027.5,67189.0,17.45,0.98
801193.SI,证券Ⅱ,20230103,5033.69,5060.99,187117.0,18.5,1.16
801194.SI,保险Ⅱ,20230103,1006.24,1013.4,21783.0,10.27,1.13
801200.SI,商贸零售,20230103,2866.25,2851.84,347756.0,39.07,2.35
801202.SI,贸易Ⅱ,20230103,4036.76,4099.46,18912.0,21.35,1.05
801203.SI,一般零售,20230103,3122.73,3094.53,250984.0,27.94,1.47
801204.SI,专业连锁Ⅱ,20230103,4408.8,4434.37,7607.0,28.2,3.14
801206.SI,互联网电商,20230103,14701.17,14912.82,69373.0,55.95,2.86
801210.SI,社会服务,20230103,10751.52,10722.73,173781.0,119.32,3.58
801218.SI,专业服务,20230103,7125.16,7194.36,6521.0,42.99,4.02
801219.SI,酒店餐饮,20230103,3534.95,3485.09,33670.0,381.2,3.72
801223.SI,通信服务,20230103,1571.57,1670.6,155013.0,24.23,1.34
801230.SI,综合,20230103,3015.43,3028.17,33886.0,47.54,1.96
801231.SI,综合Ⅱ,20230103,3012.57,3025.3,33886.0,47.54,1.96
801250.SI,申万制造,20230103,4271.32,4354.69,1348814.0,26.11,3.63
801260.SI,申万消费,20230103,7056.81,7055.7,1182157.0,21.41,4.3
801270.SI,申万投资,20230103,3426.47,3481.66,1127800.0,9.17,2.06
801280.SI,申万服务,20230103,2376.34,2410.63,2973224.0,9.57,1.44
801300.SI,申万300指数,20230103,2895.59,2918.95,1256029.0,14.49,1.98
801710.SI,建筑材料,20230103,6029.48,6080.48,68098.0,14.03,1.6
801711.SI,水泥,20230103,5265.49,5315.01,25124.0,8.81,0.9
801712.SI,玻璃玻纤,20230103,10696.65,10966.15,19361.0,13.3,2.39
801713.SI,装修建材,20230103,6965.95,6949.54,23614.0,29.21,2.81
801720.SI,建筑装饰,20230103,1993.05,2024.62,225038.0,9.14,0.86
801721.SI,房屋建设Ⅱ,20230103,3439.12,3469.71,29073.0,4.89,0.66
801722.SI,装修装饰Ⅱ,20230103,4152.45,4221.19,19583.0,543.03,1.71
801723.SI,基础建设,20230103,2194.49,2224.55,115957.0,8.32,0.71
801724.SI,专业工程,20230103,1777.43,1821.27,51466.0,16.09,1.35
801726.SI,工程咨询服务Ⅱ,20230103,1595.67,1622.56,8959.0,21.79,1.52
801730.SI,电力设备,20230103,9330.67,9474.1,287793.0,27.27,3.68
801731.SI,电机Ⅱ,20230103,7996.33,8179.76,7163.0,28.0,2.27
801733.SI,其他电源设备Ⅱ,20230103,26213.75,27181.13,27697.0,50.04,2.27
801735.SI,光伏设备,20230103,10654.16,10812.2,58525.0,24.94,5.1
801736.SI,风电设备,20230103,2661.37,2783.17,33205.0,25.61,2.36
801737.SI,电池,20230103,19698.26,19791.64,61482.0,32.36,4.69
801738.SI,电网设备,20230103,3699.56,3783.19,99721.0,20.86,2.38
801740.SI,国防军工,20230103,1477.39,1517.5,94692.0,52.32,3.32
801741.SI,航天装备Ⅱ,20230103,11211.14,11519.45,6928.0,46.13,2.42
801742.SI,航空装备Ⅱ,20230103,9443.62,9681.43,29234.0,57.3,4.26
801743.SI,地面兵装Ⅱ,20230103,13153.55,13448.39,11253.0,43.54,2.71
801744.SI,航海装备Ⅱ,20230103,2157.5,2212.06,19401.0,129.23,1.64
801745.SI,军工电子Ⅱ,20230103,5247.25,5410.59,27875.0,41.44,3.84
801750.SI,计算机,20230103,3876.49,4056.8,443992.0,50.57,3.23
801760.SI,传媒,20230103,540.71,554.78,454655.0,32.67,1.98
801764.SI,游戏Ⅱ,20230103,1668.88,1708.58,119557.0,29.92,2.08
801765.SI,广告营销,20230103,2192.7,2252.45,104726.0,34.43,2.77
801766.SI,影视院线,20230103,1096.09,1106.21,81077.0,133.82,2.46
801767.SI,数字媒体,20230103,1710.64,1817.38,38180.0,54.92,3.41
801769.SI,出版,20230103,1172.52,1195.05,66520.0,14.22,1.29
801770.SI,通信,20230103,1838.48,1921.38,251070.0,25.48,1.88
801780.SI,银行,20230103,3153.66,3173.73,222020.0,4.95,0.5
801782.SI,国有大型银行Ⅱ,20230103,1098.17,1096.21,93319.0,4.16,0.41
801783.SI,股份制银行Ⅱ,20230103,3954.38,4004.27,68580.0,5.11,0.52
801784.SI,城商行Ⅱ,20230103,851.04,852.23,41674.0,5.41,0.57
801785.SI,农商行Ⅱ,20230103,598.99,601.35,18447.0,5.44,0.54
801790.SI,非银金融,20230103,1459.93,1469.34,276088.0,14.79,1.14
801811.SI,大盘指数,20230103,3438.23,3455.57,959390.0,13.66,1.66
801812.SI,中盘指数,20230103,3852.54,3902.3,919424.0,16.64,1.96
801813.SI,小盘指数,20230103,4422.53,4511.28,1272047.0,23.62,1.78
801821.SI,高市盈率指数,20230103,1074.87,1098.71,264845.0,86.56,5.47
801822.SI,中市盈率指数,20230103,3844.89,3892.6,328952.0,27.4,3.09
801823.SI,低市盈率指数,20230103,5840.94,5902.11,753966.0,6.23,0.79
801831.SI,高市净率指数,20230103,1965.24,1974.82,284363.0,44.51,8.64
801832.SI,中市净率指数,20230103,4014.72,4101.1,335814.0,23.45,2.35
801833.SI,低市净率指数,20230103,5600.9,5640.11,842873.0,6.83,0.55
801841.SI,高价股指数,20230103,3773.77,3791.41,156847.0,29.48,6.0
801842.SI,中价股指数,20230103,3064.07,3122.22,378780.0,14.36,1.91
801843.SI,低价股指数,20230103,10936.11,11033.12,1086246.0,14.85,0.87
801851.SI,亏损股指数,20230103,3010.12,3058.62,1671106.0,,2.28
801852.SI,微利股指数,20230103,2067.68,2122.35,187080.0,69.54,1.85
801853.SI,绩优股指数,20230103,6009.44,6058.49,162781.0,9.33,3.27
801863.SI,新股指数,20230103,3437.53,3550.63,81513.0,15.85,1.97
801880.SI,汽车,20230103,5330.24,5416.62,240904.0,31.39,2.13
801881.SI,摩托车及其他,20230103,2045.37,2104.31,6295.0,29.25,2.64
801890.SI,机械设备,20230103,1398.06,1426.24,295887.0,30.16,2.31
801950.SI,煤炭,20230103,2660.99,2694.61,82602.0,6.36,1.32
801951.SI,煤炭开采,20230103,2870.06,2906.01,73373.0,5.89,1.3
801952.SI,焦炭Ⅱ,20230103,1944.94,1971.11,9229.0,16.11,1.44
801960.SI,石油石化,20230103,2093.57,2106.98,96006.0,10.96,1.22
801962.SI,油服工程,20230103,2084.88,2111.21,22859.0,43.85,1.67
801963.SI,炼化及贸易,20230103,2545.25,2554.44,58895.0,10.54,1.18
801970.SI,环保,20230103,1773.4,1795.42,97194.0,21.84,1.5
801971.SI,环境治理,20230103,1715.59,1734.51,90368.0,20.4,1.38
801972.SI,环保设备Ⅱ,20230103,1939.8,1973.15,6826.0,29.15,2.18
801980.SI,美容护理,20230103,7140.94,7098.78,35171.0,43.43,5.28
801981.SI,个护用品,20230103,1608.32,1592.82,10513.0,18.36,2.83
801982.SI,化妆品,20230103,10086.69,10085.57,12464.0,52.83,4.63
801991.SI,航空机场,20230103,3763.22,3690.58,34619.0,1646.28,3.21
801992.SI,航运港口,20230103,2512.72,2546.64,99969.0,4.53,1.09
801993.SI,旅游及景区,20230103,2836.88,2788.09,53083.0,6195.2,3.5
801994.SI,教育,20230103,2378.12,2436.13,75263.0,217.91,3.01
801995.SI,电视广播Ⅱ,20230103,1036.69,1067.89,44594.0,34.29,1.0
850111.SI,种子,20230103,4451.47,4498.7,20179.0,102.49,5.11
850113.SI,其他种植业,20230103,1460.99,1470.87,6881.0,114.62,2.07
850122.SI,水产养殖,20230103,618.46,610.84,15756.0,134.54,2.43
850135.SI,食品及饲料添加剂,20230103,2958.3,2989.32,11084.0,11.73,2.39
850136.SI,有机硅,20230103,6067.56,6163.02,4752.0,9.28,2.58
850142.SI,畜禽饲料,20230103,2360.82,2349.51,21916.0,324.8,2.46
850151.SI,果蔬加工,20230103,1145.07,1147.7,2610.0,42.95,3.32
850152.SI,粮油加工,20230103,2163.77,2153.24,5256.0,81.31,2.51
850154.SI,其他农产品加工,20230103,3117.94,3124.81,12011.0,30.39,2.01
850172.SI,生猪养殖,20230103,6709.69,6629.36,26189.0,43893.64,3.47
850173.SI,肉鸡养殖,20230103,1064.84,1041.64,7332.0,80.06,2.7
850181.SI,动物保健Ⅲ,20230103,5014.0,5085.37,4616.0,46.06,2.54
850232.SI,汽车经销商,20230103,807.75,819.23,19253.0,31.75,0.91
850233.SI,汽车综合服务,20230103,1823.96,1842.12,4884.0,33.88,2.61
850322.SI,氯碱,20230103,1690.81,1712.99,21855.0,14.26,1.23
850323.SI,无机盐,20230103,11985.47,12283.65,6247.0,12.44,2.1
850324.SI,其他化学原料,20230103,3616.41,3644.97,7123.0,14.28,2.57
850325.SI,煤化工,20230103,5066.37,5136.5,7280.0,10.38,1.51
850326.SI,钛白粉,20230103,789.45,800.66,4808.0,14.45,2.2
850331.SI,氮肥,20230103,6636.43,6663.74,4734.0,9.72,2.3
850332.SI,磷肥及磷化工,20230103,1673.12,1680.6,17171.0,6.75,2.06
850333.SI,农药,20230103,4232.38,4304.17,14540.0,14.67,2.31
850335.SI,涂料油墨,20230103,5819.78,5963.79,2819.0,73.31,3.71
850337.SI,民爆制品,20230103,3377.03,3492.11,16235.0,28.5,2.41
850338.SI,纺织化学制品,20230103,1885.32,1904.31,4944.0,18.51,1.08
850339.SI,其他化学制品,20230103,2321.94,2367.77,29836.0,21.01,2.43
850341.SI,涤纶,20230103,5464.9,5422.91,4585.0,25.34,1.25
850343.SI,粘胶,20230103,2338.36,2479.32,7280.0,220.11,2.83
850351.SI,其他塑料制品,20230103,2817.49,2870.92,7443.0,31.28,1.97
850353.SI,改性塑料,20230103,3131.8,3201.47,10853.0,33.36,2.42
850354.SI,合成树脂,20230103,2699.09,2763.95,3183.0,42.11,2.95
850355.SI,膜材料,20230103,1883.83,1928.02,12818.0,25.43,2.07
850362.SI,其他橡胶制品,20230103,5723.9,5837.56,2951.0,57.6,3.46
850363.SI,炭黑,20230103,3336.71,3418.54,2221.0,39.2,2.3
850372.SI,聚氨酯,20230103,22000.41,22119.87,4338.0,16.15,3.62
850381.SI,复合肥,20230103,4251.45,4293.19,12265.0,13.57,1.8
850382.SI,氟化工,20230103,5559.64,5639.53,7135.0,20.58,4.03
850412.SI,特钢Ⅲ,20230103,3176.76,3242.7,11411.0,18.05,1.85
850442.SI,板材,20230103,2047.5,2061.05,55562.0,16.08,0.74
850521.SI,其他金属新材料,20230103,4661.76,4790.54,5961.0,45.11,2.83
850522.SI,磁性材料,20230103,7087.13,7283.69,15449.0,25.92,3.32
850523.SI,非金属材料Ⅲ,20230103,6317.08,6465.37,2228.0,35.34,6.44
850531.SI,黄金,20230103,11306.6,11662.08,26195.0,35.5,2.63
850544.SI,其他小金属,20230103,13140.61,13590.4,9877.0,18.65,3.1
850551.SI,铝,20230103,3066.67,3121.15,43523.0,12.55,1.61
850552.SI,铜,20230103,3209.74,3343.18,47175.0,13.12,2.15
850553.SI,铅锌,20230103,2521.05,2568.1,15339.0,27.47,2.02
850614.SI,其他建材,20230103,8303.76,8247.67,10668.0,23.25,2.33
850615.SI,耐火材料,20230103,5524.44,5596.32,2776.0,22.81,1.71
850616.SI,管材,20230103,5914.83,5936.84,5892.0,33.06,2.94
850623.SI,房屋建设Ⅲ,20230103,3439.32,3469.91,29073.0,4.89,0.66
850702.SI,安防设备,20230103,13583.24,13601.02,22848.0,22.16,3.69
850703.SI,其他计算机设备,20230103,3021.76,3163.46,61953.0,43.68,2.29
850711.SI,机床工具,20230103,1372.4,1423.13,21370.0,79.8,3.61
850713.SI,磨具磨料,20230103,2005.39,2054.77,9744.0,42.54,3.35
850715.SI,制冷空调设备,20230103,11704.01,12029.28,10366.0,31.23,2.64
850716.SI,其他通用设备,20230103,5318.01,5459.23,16477.0,27.56,2.18
850721.SI,纺织服装设备,20230103,1020.17,1035.89,5327.0,27.76,1.69
850725.SI,能源及重型设备,20230103,1474.35,1508.94,29193.0,24.55,1.71
850726.SI,印刷包装机械,20230103,2079.26,2120.68,4621.0,33.16,2.29
850727.SI,其他专用设备,20230103,13114.15,13503.3,61232.0,26.94,3.06
850728.SI,楼宇设备,20230103,11826.95,12169.62,14574.0,26.4,1.8
850731.SI,仪器仪表,20230103,3127.12,3195.06,12564.0,29.31,2.69
850741.SI,电机Ⅲ,20230103,8002.78,8186.35,7163.0,28.0,2.27
850751.SI,金属制品,20230103,5025.18,5138.57,38965.0,40.31,2.13
850771.SI,工程机械整机,20230103,13935.05,14012.82,18608.0,26.76,1.6
850772.SI,工程机械器件,20230103,3344.59,3326.73,1934.0,34.24,6.38
850781.SI,机器人,20230103,7334.74,7592.86,8913.0,66.94,3.51
850782.SI,工控设备,20230103,5003.81,5060.26,14496.0,39.57,6.42
850783.SI,激光设备,20230103,3673.18,3766.76,4174.0,24.98,2.23
850784.SI,其他自动化设备,20230103,2892.82,2964.64,2269.0,92.49,4.28
850812.SI,分立器件,20230103,2345.39,2391.36,9412.0,34.51,3.36
850813.SI,半导体材料,20230103,6507.95,6665.76,4323.0,46.33,3.92
850814.SI,数字芯片设计,20230103,2056.34,2092.68,6881.0,34.52,5.72
850815.SI,模拟芯片设计,20230103,3562.08,3570.71,2679.0,51.14,5.93
850817.SI,集成电路封测,20230103,4204.56,4286.26,13108.0,20.16,2.0
850818.SI,半导体设备,20230103,19216.25,19746.15,2459.0,57.22,6.24
850822.SI,印制电路板,20230103,3121.98,3216.53,34087.0,22.9,2.45
850823.SI,被动元件,20230103,7502.14,7600.31,11131.0,36.61,3.32
850831.SI,面板,20230103,890.05,906.33,57722.0,21.12,1.16
850832.SI,LED,20230103,1527.7,1562.31,31435.0,54.57,2.13
850833.SI,光学元件,20230103,2189.06,2260.4,9443.0,61.68,3.05
850841.SI,其他电子Ⅲ,20230103,7979.4,8199.56,20125.0,23.79,2.72
850853.SI,品牌消费电子,20230103,3917.36,4015.16,3741.0,23.87,3.6
850854.SI,消费电子零部件及组装,20230103,3236.43,3292.67,69824.0,23.23,2.65
850861.SI,电子化学品Ⅲ,20230103,4974.97,5095.91,11298.0,38.79,3.67
850912.SI,商用载货车,20230103,2665.97,2699.96,18652.0,194.19,1.59
850913.SI,商用载客车,20230103,4439.38,4523.26,25127.0,87.29,1.98
850922.SI,车身附件及饰件,20230103,8586.79,8676.15,18338.0,19.44,2.1
850923.SI,底盘与发动机系统,20230103,3899.19,3971.76,44562.0,31.57,1.99
850924.SI,轮胎轮毂,20230103,3325.72,3319.15,15388.0,26.26,1.75
850925.SI,其他汽车零部件,20230103,2376.36,2447.88,20501.0,38.89,2.38
850926.SI,汽车电子电气系统,20230103,3834.09,3925.22,37638.0,98.72,2.73
850935.SI,航海装备Ⅲ,20230103,2157.65,2212.21,19401.0,129.23,1.64
850936.SI,轨交设备Ⅲ,20230103,4979.98,5044.05,16513.0,17.55,1.1
850952.SI,综合乘用车,20230103,8162.88,8280.59,25371.0,16.29,1.34
851024.SI,通信网络设备及器件,20230103,4984.51,5101.44,24954.0,20.77,2.14
851025.SI,通信线缆及配套,20230103,2534.31,2670.29,32188.0,30.01,2.0
851026.SI,通信终端及配件,20230103,1352.56,1402.29,17886.0,35.01,4.44
851027.SI,其他通信设备,20230103,1071.24,1126.85,21029.0,59.52,2.41
851041.SI,垂直应用软件,20230103,4760.09,5003.25,112785.0,79.11,4.73
851042.SI,横向通用软件,20230103,27177.51,28679.88,44971.0,117.67,4.1
851112.SI,空调,20230103,27898.17,27861.12,7237.0,9.85,2.29
851116.SI,冰洗,20230103,12333.07,12346.33,6618.0,16.09,2.41
851122.SI,其他黑色家电,20230103,1632.77,1671.07,5367.0,28.69,2.57
851131.SI,厨房小家电,20230103,3740.41,3777.91,4353.0,22.93,2.87
851141.SI,厨房电器,20230103,19598.62,19489.63,2159.0,19.98,2.57
851151.SI,照明设备Ⅲ,20230103,3863.29,3899.77,6260.0,38.23,1.87
851161.SI,家电零部件Ⅲ,20230103,4171.84,4166.56,25717.0,32.56,4.23
851232.SI,啤酒,20230103,6814.79,6627.47,8320.0,45.26,5.05
851233.SI,其他酒类,20230103,5760.32,5670.62,18148.0,85.82,3.77
851241.SI,肉制品,20230103,6612.96,6575.51,13875.0,23.88,3.27
851242.SI,调味发酵品Ⅲ,20230103,8901.33,8744.62,31923.0,46.09,6.83
851243.SI,乳品,20230103,10413.32,10305.44,32905.0,25.23,3.76
851246.SI,预加工食品,20230103,5647.31,5505.16,6625.0,45.2,4.1
851247.SI,保健品,20230103,1722.26,1733.19,8287.0,29.08,3.39
851251.SI,白酒Ⅲ,20230103,65492.7,64832.32,18262.0,33.66,8.47
851271.SI,软饮料,20230103,2437.61,2382.49,9466.0,24.97,3.25
851281.SI,零食,20230103,1865.9,1831.17,28856.0,42.76,3.58
851282.SI,烘焙食品,20230103,1881.41,1840.58,11416.0,34.33,3.97
851312.SI,棉纺,20230103,1620.87,1636.1,10030.0,13.92,0.84
851314.SI,印染,20230103,1662.4,1671.71,2492.0,16.3,1.45
851315.SI,辅料,20230103,4209.52,4225.81,2343.0,20.22,2.61
851316.SI,其他纺织,20230103,1826.65,1881.63,22158.0,36.19,2.14
851325.SI,鞋帽及其他,20230103,764.13,774.67,5050.0,69.35,2.18
851326.SI,家纺,20230103,1484.87,1486.26,3073.0,15.65,1.86
851329.SI,非运动服装,20230103,1597.25,1619.52,47439.0,19.48,1.54
851331.SI,钟表珠宝,20230103,1572.0,1607.71,24972.0,23.18,2.39
851412.SI,大宗用纸,20230103,4064.43,4092.82,16864.0,23.06,1.1
851413.SI,特种纸,20230103,1582.64,1586.32,7470.0,33.84,1.77
851422.SI,印刷,20230103,4494.79,4600.99,5201.0,95.91,3.07
851423.SI,金属包装,20230103,1651.45,1655.83,17190.0,38.76,1.96
851424.SI,塑料包装,20230103,2475.69,2517.9,3465.0,21.98,2.21
851425.SI,纸包装,20230103,2137.03,2160.68,25242.0,26.97,2.07
851436.SI,瓷砖地板,20230103,764.08,773.19,10506.0,42.84,1.3
851437.SI,成品家居,20230103,1565.21,1545.94,8765.0,21.57,2.6
851438.SI,定制家居,20230103,2853.68,2824.42,3438.0,37.31,2.89
851439.SI,卫浴制品,20230103,560.99,572.8,4024.0,20.58,1.64
851452.SI,娱乐用品,20230103,1331.78,1361.1,11133.0,114.59,4.03
851491.SI,其他家居用品,20230103,1262.76,1283.6,8180.0,30.25,2.87
851511.SI,原料药,20230103,10475.01,10549.31,34833.0,25.91,2.63
851512.SI,化学制剂,20230103,7113.74,7151.09,170887.0,35.28,3.03
851521.SI,中药Ⅲ,20230103,7232.23,7320.98,163082.0,22.09,2.75
851522.SI,血液制品,20230103,9830.56,9975.15,30136.0,38.15,2.35
851523.SI,疫苗,20230103,24601.17,24843.28,8870.0,29.79,4.22
851524.SI,其他生物制品,20230103,11328.19,11674.83,11118.0,23.37,3.09
851532.SI,医疗设备,20230103,12171.43,12122.25,17832.0,38.27,6.21
851533.SI,医疗耗材,20230103,6951.48,6992.72,14866.0,28.58,2.54
851534.SI,体外诊断,20230103,9876.66,10089.05,15680.0,5.03,2.24
851542.SI,医药流通,20230103,3030.02,3084.21,33468.0,16.87,1.29
851543.SI,线下药店,20230103,22263.63,23730.52,5848.0,36.66,4.57
851563.SI,医疗研发外包,20230103,13675.18,13669.61,8183.0,27.1,4.97
851564.SI,医院,20230103,8692.39,8560.04,38495.0,111.89,7.93
851610.SI,电能综合服务,20230103,3020.85,3094.85,22211.0,25.66,1.67
851611.SI,火力发电,20230103,2423.23,2496.66,113383.0,71.84,1.13
851612.SI,水力发电,20230103,4014.65,4017.01,15718.0,19.14,2.18
851614.SI,热力服务,20230103,1835.31,1872.45,8145.0,22.22,1.87
851616.SI,光伏发电,20230103,1270.25,1316.65,45890.0,35.35,1.62
851617.SI,风力发电,20230103,1768.95,1822.81,40576.0,24.87,2.3
851631.SI,燃气Ⅲ,20230103,2550.33,2576.3,14045.0,20.26,1.96
851711.SI,港口,20230103,3588.52,3591.49,44994.0,11.9,0.95
851721.SI,公交,20230103,2508.93,2471.8,16529.0,59.41,1.52
851731.SI,高速公路,20230103,2473.4,2488.64,25487.0,10.71,0.82
851741.SI,航空运输,20230103,2494.34,2450.07,28081.0,1065.67,3.86
851761.SI,航运,20230103,1821.64,1860.27,54976.0,3.31,1.2
851771.SI,铁路运输,20230103,870.51,863.92,25272.0,17.73,0.95
851782.SI,原材料供应链服务,20230103,3813.52,3863.37,11767.0,7.4,0.82
851783.SI,中间产品及消费品供应链服务,20230103,1231.44,1242.79,17819.0,41.89,2.22
851784.SI,快递,20230103,3495.37,3510.43,7538.0,32.89,3.02
851785.SI,跨境物流,20230103,1425.46,1427.12,8524.0,10.34,1.7
851786.SI,仓储物流,20230103,4487.42,4490.3,6316.0,26.63,2.24
851787.SI,公路货运,20230103,2402.79,2444.02,7141.0,13.52,1.2
851811.SI,住宅开发,20230103,3515.4,3551.89,275490.0,12.62,0.86
851812.SI,商业地产,20230103,4071.36,4086.69,33854.0,12.47,0.81
